종목코드,종목명,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"093320","케이아이엔엑스","우량기업부","95800","-1400","-1.44","98100","98100","93000","40148","3796126600","467504000000","4880000"
"093640","케이알엠","벤처기업부","8230","40","0.49","8190","8270","8190","35936","296166190","240426133860","29213382"
"073010","케이에스피","중견기업부","3850","85","2.26","3735","4105","3735","987275","3862266915","154736312500","40191250"
"105330","케이엔더블유","벤처기업부","8130","90","1.12","8040","8300","7900","18984","152523160","130568027640","16060028"
"053080","케이엔솔","우량기업부","21300","-1500","-6.58","22100","22250","20950","691187","14851153250","276895889100","12999807"
"199430","케이엔알시스템","기술성장기업부","25600","-1850","-6.74","28350","30300","25600","6317748","178359728650","278213452800","10867713"
"432470","케이엔에스","벤처기업부","34950","-1850","-5.03","36800","36800","34850","82289","2910058000","150277241100","4299778"
"272110","케이엔제이","우량기업부","16750","-150","-0.89","16880","17160","16550","54468","909719300","133587866250","7975395"
"039420","케이엘넷","중견기업부","2640","-5","-0.19","2645","2650","2615","84802","223215715","63768487200","24154730"
"083550","케이엠","우량기업부","4465","-25","-0.56","4500","4500","4425","4526","20187575","52565056385","11772689"
"032500","케이엠더블유","중견기업부","12800","-360","-2.74","13160","13260","12800","224990","2911040400","509707302400","39820883"
"225430","케이엠제약","벤처기업부","903","4","0.44","881","911","881","22126","19902571","25182006150","27887050"
"102370","케이옥션","기술성장기업부","5130","-180","-3.39","5250","5300","5080","215884","1111243350","139403312550","27174135"
"068100","케이웨더","기술성장기업부","9030","-140","-1.53","9270","9500","9030","271726","2513534150","89754714420","9939614"
"036030","케이티알파","중견기업부","5590","-10","-0.18","5550","5640","5550","20739","115972360","274017791970","49019283"
"064820","케이프","우량기업부","4665","180","4.01","4525","4680","4450","103575","478323380","144156561120","30901728"
"256940","케이피에스","벤처기업부","6710","250","3.87","6700","6810","6480","122317","814684590","125803495180","18748658"
"024880","케이피에프","우량기업부","4690","-15","-0.32","4705","4705","4640","55430","258168105","97002322620","20682798"
"042040","케이피엠테크","중견기업부","435","4","0.93","427","459","416","3239316","1433700770","75890498895","174460917"
"054410","케이피티유","벤처기업부","4955","90","1.85","4865","4960","4850","22099","108993190","28374530020","5726444"
"258610","케일럼","벤처기업부","3200","-120","-3.61","3400","3400","3065","213330","676319945","85718825600","26787133"
"274090","켄코아에어로스페이스","기술성장기업부","11490","-230","-1.96","11720","11720","11400","60392","695057360","148372966740","12913226"
"089010","켐트로닉스","우량기업부","22650","0","0.00","22650","23650","22500","138260","3166628600","343547952000","15167680"
"220260","켐트로스","벤처기업부","8180","-130","-1.56","8380","8580","8120","894264","7426032220","217246951260","26558307"
"052400","코나아이","우량기업부","16910","-340","-1.97","17120","17130","16780","21820","368457260","251958983090","14899999"
"402030","코난테크놀로지","기술성장기업부","30650","0","0.00","30650","33650","30000","307004","9815424000","350074737200","11421688"
"391710","코닉오토메이션","중견기업부","3185","-35","-1.09","3130","3240","3120","240658","766482450","132187762070","41503222"
"046070","코다코","관리종목(소속부없음)","244","1","0.41","241","265","240","494527","123595806","10439797664","42786056"
"047770","코데즈컴바인","중견기업부","1659","21","1.28","1638","1659","1620","16943","27798063","62780876718","37842602"
"080530","코디","벤처기업부","2330","-125","-5.09","2500","2600","2280","624219","1479962490","74565536080","32002376"
"104540","코렌텍","기술성장기업부","10900","-120","-1.09","10990","11090","10860","9533","104298660","139055333000","12757370"
"027050","코리아나","중견기업부","2650","15","0.57","2635","2670","2630","126500","334581575","106000000000","40000000"
"190650","코리아에셋투자증권","우량기업부","5290","-110","-2.04","5350","5370","5220","6961","36805090","33792520000","6388000"
"123410","코리아에프티","우량기업부","5140","-400","-7.22","5460","5470","5110","2336177","12193086520","143103068960","27841064"
"036690","코맥스","중견기업부","2885","15","0.52","2880","2905","2860","39262","113336555","45885746130","15904938"
"049430","코메론","우량기업부","9020","-40","-0.44","9080","9120","8890","13867","124365770","81612960000","9048000"
"183300","코미코","우량기업부","59900","1100","1.87","57800","60400","57800","81960","4862968500","626594971600","10460684"
"041960","코미팜","벤처기업부","4100","-75","-1.80","4140","4190","4100","142718","588075055","289478302400","70604464"
"089890","코세스","우량기업부","16910","1260","8.05","15730","18420","15700","7776173","135576186470","280451707420","16584962"
"009730","코센","중견기업부","3485","65","1.90","3445","3505","3325","345110","1170985595","106490357390","30556774"
"360350","코셈","기술성장기업부","27600","-1650","-5.64","29000","29200","27600","264374","7402404150","156270372000","5661970"
"082660","코스나인","중견기업부","280","-3","-1.06","285","285","272","1143603","318160982","24253843320","86620869"
"222040","코스맥스엔비티","중견기업부","4505","-90","-1.96","4595","4595","4375","174149","777521185","92929140000","20628000"
"241710","코스메카코리아","우량기업부","33450","750","2.29","32700","33550","32400","135756","4502328150","357246000000","10680000"
"355150","코스텍시스","벤처기업부","8830","-270","-2.97","9080","9080","8650","22034","193242200","66408399100","7520770"
"166480","코아스템켐온","벤처기업부","10480","190","1.85","10290","10700","10150","92404","964901960","344481540480","32870376"
"045970","코아시아","중견기업부","8500","560","7.05","7900","8500","7730","637052","5234378680","223676446000","26314876"
"196450","코아시아씨엠","중견기업부","1155","0","0.00","1155","1192","1140","30632","35389728","52344117210","45319582"
"384470","코어라인소프트","기술성장기업부","16990","-10","-0.06","16850","17050","16400","169100","2817987920","217364351360","12793664"
"029960","코엔텍","우량기업부","6870","20","0.29","6840","6900","6830","62841","431601980","343500000000","50000000"
"102940","코오롱생명과학","중견기업부","22650","-200","-0.88","22850","23000","21800","32353","721175000","258489863400","11412356"
"950160","코오롱티슈진","관리종목(소속부없음)","12640","0","0.00","12530","12720","12100","207589","2577016280","920199963200","72800630"
"033290","코웰패션","우량기업부","3125","-60","-1.88","3160","3205","3125","204252","643352455","175488440625","56156301"
"056360","코위버","우량기업부","5980","20","0.34","5960","6020","5920","12054","71947210","58584864000","9796800"
"282880","코윈테크","우량기업부","26550","-500","-1.85","27000","27000","26400","47243","1255439750","287429848650","10825983"
"121850","코이즈","벤처기업부","1268","-23","-1.78","1291","1297","1243","97490","122489839","38818773900","30614175"
"448710","코츠테크놀로지","벤처기업부","21100","550","2.68","20500","21800","20000","307397","6428440700","107225811200","5081792"
"015710","코콤","중견기업부","4645","30","0.65","4615","4670","4595","15317","70932110","81429172500","17530500"
"052330","코텍","벤처기업부","7300","-130","-1.75","7400","7400","7270","107646","785608100","113694229600","15574552"
"322780","코퍼스코리아","중견기업부","1839","0","0.00","1810","1840","1757","182939","327421485","69758075307","37932613"
"200130","콜마비앤에이치","우량기업부","14570","100","0.69","14410","14580","14210","66779","960791710","428584680060","29415558"
"294570","쿠콘","벤처기업부","18920","-160","-0.84","19100","19110","18730","17743","334822020","194018640200","10254685"
"317690","퀀타매트릭스","기술성장기업부","4200","-50","-1.18","4260","4260","4150","29754","124850685","69457126200","16537411"
"078940","퀀타피아","관리종목(소속부없음)","2855","0","0.00","0","0","0","0","0","151584163690","53094278"
"432720","퀄리타스반도체","기술성장기업부","39250","2100","5.65","36850","39800","36500","668656","25924528400","428132720000","10907840"
"365270","큐라클","기술성장기업부","14830","-320","-2.11","15000","15500","14700","122429","1847163210","205474721860","13855342"
"348080","큐라티스","기술성장기업부","1983","65","3.39","1918","2130","1900","773197","1568102483","83587435830","42152010"
"060280","큐렉소","중견기업부","13880","-330","-2.32","14190","14190","13860","298902","4167298580","570190261200","41079990"
"372320","큐로셀","기술성장기업부","34500","-1800","-4.96","36600","36650","34150","325234","11430517150","469639392000","13612736"
"040350","큐로컴","벤처기업부","424","11","2.66","415","438","414","217415","91862552","60620752128","142973472"
"051780","큐로홀딩스","중견기업부","304","2","0.66","302","310","299","163708","49768285","41472424800","136422450"
"115180","큐리언트","벤처기업부","4470","0","0.00","4450","4515","4345","183128","808938450","118913192880","26602504"
"445680","큐리옥스바이오시스템즈","기술성장기업부","40200","-750","-1.83","40950","41350","39600","95482","3842532100","322504178400","8022492"
"182360","큐브엔터","중견기업부","15490","-240","-1.53","15730","15730","15260","86578","1334787410","213834601630","13804687"
"405100","큐알티","벤처기업부","32550","-1350","-3.98","33100","33450","31800","495376","16141258700","400016747550","12289301"
"066310","큐에스아이","벤처기업부","9750","-30","-0.31","9790","9860","9650","20249","197732720","90398304750","9271621"
"016600","큐캐피탈","중견기업부","324","-3","-0.92","327","330","322","427110","138460253","57752064288","178247112"
"355390","크라우드웍스","기술성장기업부","38550","-1050","-2.65","39200","39400","38000","139894","5408325000","159098587050","4127071"
"096240","크레버스","우량기업부","17610","90","0.51","17520","17700","17500","34153","599516260","199665349800","11338180"
"110790","크리스에프앤씨","우량기업부","7190","-10","-0.14","7260","7260","7120","2923","20955940","168468602400","23430960"
"900250","크리스탈신소재","외국기업(소속부없음)","1283","-21","-1.61","1298","1303","1275","1213231","1557089327","155703115875","121358625"
"045520","크린앤사이언스","중견기업부","6820","-50","-0.73","6870","6910","6750","19614","133596680","44330000000","6500000"
"036170","클라우드에어","중견기업부","850","-17","-1.96","866","866","846","84458","72023072","52160782100","61365626"
"214150","클래시스","우량기업부","34600","150","0.44","34450","34900","33100","370893","12691877800","2241273889200","64776702"
"352770","클리노믹스","기술성장기업부","1530","-655","-29.98","2245","2245","1530","11390898","18200971703","50866782390","33246263"
"237880","클리오","우량기업부","27500","-650","-2.31","28150","28150","27300","146292","4031098300","496962207500","18071353"
"139670","키네마스터","중견기업부","5400","-450","-7.69","5730","5730","5270","423812","2300920890","75829370400","14042476"
"413600","키움제6호스팩","SPAC(소속부없음)","2150","0","0.00","2150","2155","2125","6737","14391505","7374500000","3430000"
"433530","키움제7호스팩","SPAC(소속부없음)","2110","0","0.00","2100","2135","2100","4651","9813445","8661550000","4105000"
"446840","키움제8호스팩","SPAC(소속부없음)","2125","-5","-0.23","2130","2135","2125","2217","4721170","12495000000","5880000"
"054780","키이스트","우량기업부","6310","-70","-1.10","6280","6340","6250","29142","182972250","123346573830","19547793"
"219130","타이거일렉","우량기업부","33000","0","0.00","32100","33300","31500","76427","2473630200","208371570000","6314290"
"360070","탑머티리얼","벤처기업부","70000","900","1.30","68700","70600","67500","120870","8376528500","563272010000","8046743"
"065130","탑엔지니어링","중견기업부","5860","-20","-0.34","5870","5890","5760","44533","259716920","100733294520","17189982"
"134580","탑코미디어","중견기업부","3285","-75","-2.23","3355","3355","3230","29647","97357415","72354644595","22025767"
"023160","태광","우량기업부","12710","-380","-2.90","13180","13370","12710","519143","6750826740","336815000000","26500000"
"323280","태성","벤처기업부","4170","-35","-0.83","4205","4240","4030","392269","1618187415","107672444100","25820730"
"053620","태양","우량기업부","7210","60","0.84","7150","7220","7130","2852","20523840","62006000000","8600000"
"044490","태웅","중견기업부","17430","-770","-4.23","18200","18450","17200","208207","3682978840","348728650830","20007381"
"124560","태웅로직스","우량기업부","3180","-55","-1.70","3235","3235","3165","279133","888536580","122164737120","38416584"
"191420","테고사이언스","벤처기업부","17800","480","2.77","17320","17810","16830","46825","821273400","144337245200","8108834"
"073640","테라사이언스","투자주의환기종목(소속부없음)","923","-1","-0.11","926","979","897","2556473","2358879278","88227173892","95587404"
"066700","테라젠이텍스","중견기업부","4195","-120","-2.78","4300","4305","4175","159599","673080805","136230254825","32474435"
"095610","테스","우량기업부","19230","-250","-1.28","19410","19510","19180","90000","1733461570","380142985980","19768226"
"064520","테크엘","중견기업부","3680","-200","-5.15","3810","3865","3670","78220","290594815","80797480160","21955837"
"089030","테크윙","우량기업부","30300","1300","4.48","28600","30850","27800","1230532","35920895300","1131815443500","37353645"
"054450","텔레칩스","우량기업부","28600","-300","-1.04","28500","29400","28500","349361","10066902500","433125063800","15144233"
"200230","텔콘RF제약","중견기업부","741","-9","-1.20","741","778","735","1633621","1228760706","85952236461","115994921"
"393210","토마토시스템","기술성장기업부","5270","-240","-4.36","5410","5630","5070","643461","3437206380","80928986880","15356544"
"215480","토박스코리아","중견기업부","3550","0","0.00","3550","3550","3505","13566","47827200","34133097350","9614957"
"051360","토비스","중견기업부","16720","140","0.84","16570","17020","16390","83060","1387992810","271985209760","16267058"
"045340","토탈소프트","벤처기업부","5280","-50","-0.94","5300","5320","5100","89776","468747510","45186451200","8558040"
"108230","톱텍","중견기업부","7790","-110","-1.39","7800","7890","7730","62373","485472240","296201078550","38023245"
"079970","투비소프트","벤처기업부","373","-2","-0.53","380","380","367","991200","368700886","29282366119","78505003"
"199800","툴젠","기술성장기업부","58600","-6400","-9.85","63400","63800","58500","242088","14752677800","464490438800","7926458"
"417790","트루엔","벤처기업부","11310","-130","-1.14","11360","11430","11280","51745","585453720","124406041500","10999650"
"105550","트루윈","중견기업부","2405","40","1.69","2365","2445","2335","294602","706597185","119810159170","49817114"
"290090","트윔","벤처기업부","11390","-90","-0.78","11490","11550","11380","2533","28970090","84602277520","7427768"
"026150","특수건설","중견기업부","7630","-90","-1.17","7630","7790","7580","67574","516835400","133878505530","17546331"
"322180","티라유텍","벤처기업부","5050","-50","-0.98","5100","5120","5020","76144","384690110","83423348750","16519475"
"117730","티로보틱스","벤처기업부","21300","-600","-2.74","21950","22400","20950","731625","15908555050","379929378000","17837060"
"033830","티비씨","중견기업부","910","-7","-0.76","920","925","902","97437","88660139","91000000000","100000000"
"057680","티사이언티픽","중견기업부","1515","-18","-1.17","1510","1541","1500","199364","301089184","104072585640","68694776"
"204610","티쓰리","벤처기업부","1360","-4","-0.29","1352","1370","1344","444554","603885250","91761539200","67471720"
"064760","티씨케이","우량기업부","99300","-600","-0.60","98800","99800","98000","15926","1576982000","1159327500000","11675000"
"246710","티앤알바이오팹","기술성장기업부","8550","-270","-3.06","8700","8790","8180","169966","1429049130","184029156900","21523878"
"340570","티앤엘","우량기업부","46750","-500","-1.06","46900","47600","46450","42511","1991476950","379984000000","8128000"
"043220","티에스넥스젠","중견기업부","974","56","6.10","918","998","889","2034607","1921690201","105970867866","108799659"
"277880","티에스아이","기술성장기업부","8720","-160","-1.80","8880","8900","8680","102501","898680130","175802455040","20160832"
"131290","티에스이","우량기업부","58700","500","0.86","56800","59400","56000","120070","6961493900","649305882300","11061429"
"425420","티에프이","벤처기업부","39450","1500","3.95","37450","40750","37200","192697","7641786000","448980450000","11381000"
"131100","티엔엔터테인먼트","중견기업부","1893","-20","-1.05","1950","1950","1878","27016","51242276","53095341036","28048252"
"356860","티엘비","우량기업부","26800","500","1.90","26000","27050","25750","304224","8048384200","263514484000","9832630"
"062860","티엘아이","투자주의환기종목(소속부없음)","5800","0","0.00","0","0","0","0","0","57261776000","9872720"
"321550","티움바이오","기술성장기업부","8150","-290","-3.44","8430","8430","8110","49217","403160710","205237375000","25182500"
"425040","티이엠씨","기술성장기업부","18910","-1010","-5.07","19670","19870","18880","322407","6204588310","401879518020","21252222"
"104480","티케이케미칼","우량기업부","1682","-21","-1.23","1703","1728","1675","239971","404372617","152886119988","90895434"
"081150","티플랙스","우량기업부","2985","-30","-1.00","3010","3015","2965","77013","230512210","72441179970","24268402"
"130740","티피씨글로벌","중견기업부","2850","0","0.00","2845","2850","2765","47556","133818370","32138535150","11276679"
"084730","팅크웨어","우량기업부","14870","0","0.00","14820","14970","14780","15466","229514170","165197134880","11109424"
"058530","파나케이아","관리종목(소속부없음)","1620","0","0.00","0","0","0","0","0","32527053360","20078428"
"440110","파두","기술성장기업부","19390","-190","-0.97","19420","19420","18500","1247079","24018260180","945320728170","48753003"
"034230","파라다이스","중견기업부","13070","-250","-1.88","13190","13250","13030","344139","4502134190","1199291110250","91759075"
"033540","파라텍","중견기업부","2345","-15","-0.64","2320","2390","2260","489088","1137898665","87315610690","37234802"
"388870","파로스아이바이오","기술성장기업부","15030","-1050","-6.53","16050","16050","14810","460155","7008407120","194171998860","12918962"
"043200","파루","벤처기업부","642","31","5.07","612","658","612","261562","168496027","26838370230","41804315"
"214450","파마리서치","우량기업부","91300","-2100","-2.25","92700","93200","90900","54001","4967650300","942254619900","10320423"
"208340","파멥신","관리종목(소속부없음)","2915","0","0.00","0","0","0","0","0","88036229820","30201108"
"177830","파버나인","우량기업부","3560","30","0.85","3530","3575","3530","43264","153735750","50867960680","14288753"
"037070","파세코","우량기업부","9870","-10","-0.10","9880","9880","9770","18945","185939590","197400000000","20000000"
"150900","파수","벤처기업부","6820","-30","-0.44","6850","6900","6750","22797","154814900","79568408040","11666922"
"037030","파워넷","중견기업부","2845","10","0.35","2835","2855","2805","65515","184924125","58633748690","20609402"
"047310","파워로직스","중견기업부","9270","-110","-1.17","9280","9470","9150","532016","4922445890","331261994610","35734843"
"368770","파이버프로","벤처기업부","3275","10","0.31","3270","3285","3195","68850","223562975","107597586875","32854225"
"170790","파이오링크","우량기업부","13170","-110","-0.83","13300","13300","12750","41098","532046710","90297866100","6856330"
"049120","파인디앤씨","중견기업부","1326","14","1.07","1380","1383","1301","9962","13469990","57582358860","43425610"
"038950","파인디지털","중견기업부","4670","-25","-0.53","4695","4715","4645","7514","34940625","47684272550","10210765"
"441270","파인엠텍","중견기업부","9290","-190","-2.00","9450","9470","9200","458850","4275265370","342674191500","36886350"
"106240","파인테크닉스","우량기업부","1483","19","1.30","1464","1506","1464","44666","66499050","23613893531","15923057"
"131760","파인텍","중견기업부","878","4","0.46","874","884","867","173447","151909767","38132929874","43431583"
"065690","파커스","중견기업부","1218","13","1.08","1205","1230","1205","10932","13318508","17112085158","14049331"
"140860","파크시스템스","우량기업부","159000","-2200","-1.36","159000","162600","158700","29390","4701006800","1107905481000","6967959"
"091700","파트론","우량기업부","7870","-120","-1.50","7930","8040","7870","217657","1726652620","463686344180","58918214"
"032800","판타지오","중견기업부","331","-27","-7.54","417","423","318","101637815","38705544657","38986932314","117785294"
"318010","팜스빌","중견기업부","6980","-10","-0.14","6990","7070","6940","9706","67974170","55346779240","7929338"
"027710","팜스토리","우량기업부","1563","-10","-0.64","1572","1572","1557","208750","326396110","174144145800","111416600"
"225590","패션플랫폼","벤처기업부","1070","-1","-0.09","1066","1070","1050","48490","51464142","28501282910","26636713"
"054300","팬스타엔터프라이즈","벤처기업부","687","-7","-1.01","682","694","680","143367","98418836","46019309865","66985895"
"068050","팬엔터테인먼트","중견기업부","2975","-35","-1.16","3010","3010","2945","127042","376755700","82389876100","27694076"
"222110","팬젠","기술성장기업부","6130","-80","-1.29","6170","6220","6080","5433","33178380","65453871900","10677630"
"271830","팸텍","벤처기업부","3365","-35","-1.03","3400","3425","3355","164462","555798815","97055409570","28842618"
"263750","펄어비스","우량기업부","28850","-400","-1.37","28950","29150","28600","221296","6393070800","1853550616750","64247855"
"251970","펌텍코리아","우량기업부","22150","-600","-2.64","22800","22800","22000","73552","1632757800","274660000000","12400000"
"168360","펨트론","벤처기업부","10960","-10","-0.09","10700","11060","10600","256501","2794302970","233319592640","21288284"
"087010","펩트론","기술성장기업부","24700","-300","-1.20","24900","25100","23800","269337","6578432000","509483269100","20626853"
"119500","포메탈","중견기업부","3555","5","0.14","3550","3630","3515","150070","537723640","42116909760","11847232"
"389140","포바이포","벤처기업부","13860","-630","-4.35","14150","14680","13760","435517","6080038030","153475037100","11073235"
"105760","포스뱅크","벤처기업부","14000","-250","-1.75","14300","14320","13870","144717","2024531890","130976790000","9355485"
"009520","포스코엠텍","우량기업부","23600","-250","-1.05","23750","23750","23300","762112","17959656350","982767790800","41642703"
"189690","포시에스","벤처기업부","2885","65","2.30","2805","2925","2785","420705","1207480130","78823880565","27321969"
"318020","포인트모바일","관리종목(소속부없음)","18100","0","0.00","0","0","0","0","0","229187123200","12662272"
"256630","포인트엔지니어링","벤처기업부","1217","-43","-3.41","1261","1280","1217","71193","87539516","70582436624","57997072"
"331380","포커스에이치엔에스","벤처기업부","2205","0","0.00","2190","2245","2180","116487","257448805","42002123310","19048582"
"472850","폰드그룹","중견기업부","6220","-140","-2.20","6300","6370","6220","120641","755781810","201179263260","32343933"
"039980","폴라리스AI","중견기업부","2745","120","4.57","2630","2830","2515","9755289","26360324230","141656004990","51605102"
"234100","폴라리스세원","우량기업부","2040","25","1.24","2025","2040","1981","380769","768564011","110862265920","54344248"
"041020","폴라리스오피스","벤처기업부","7210","-120","-1.64","7260","7530","7050","2278275","16602565660","358520840580","49725498"
"114630","폴라리스우노","우량기업부","730","-1","-0.14","730","734","716","591432","426894367","56393256280","77251036"
"290720","푸드나무","중견기업부","6950","50","0.72","6900","6980","6850","14703","101223420","93151253100","13403058"
"005670","푸드웰","우량기업부","4680","0","0.00","4660","4680","4650","4525","21107150","46800000000","10000000"
"094940","푸른기술","벤처기업부","8680","-30","-0.34","8730","8780","8640","71520","621866770","72576830480","8361386"
"007330","푸른저축은행","우량기업부","9710","-120","-1.22","9850","10180","9520","160426","1553345510","146453988000","15082800"
"093380","풍강","중견기업부","3625","-15","-0.41","3680","3680","3600","24267","88041450","35812509625","9879313"
"023900","풍국주정","우량기업부","11970","50","0.42","11990","12020","11900","14198","169952410","150822000000","12600000"
"371950","풍원정밀","기술성장기업부","5980","-90","-1.48","5970","6130","5970","37179","223075760","125822118240","21040488"
"370090","퓨런티어","기술성장기업부","23850","-950","-3.83","24650","24650","23650","68252","1642734450","195136645500","8181830"
"445180","퓨릿","중견기업부","12270","-60","-0.49","12300","12370","11960","176749","2149890870","205757936760","16769188"
"220100","퓨쳐켐","기술성장기업부","9540","-450","-4.50","9900","10010","9380","266051","2575950270","210854558700","22102155"
"035200","프럼파스트","벤처기업부","3330","-5","-0.15","3335","3405","3290","25399","84648385","32402864700","9730590"
"334970","프레스티지바이오로직스","기술성장기업부","4675","-115","-2.40","4710","4880","4595","474713","2216890735","286287505075","61237969"
"321260","프로이천","벤처기업부","3035","10","0.33","3070","3085","2985","202102","612407885","85562974940","28192084"
"053610","프로텍","우량기업부","50000","-1200","-2.34","50200","51500","49400","123310","6184737900","550000000000","11000000"
"303360","프로티아","기술성장기업부","2700","35","1.31","2750","2750","2665","16854","45199925","34768480500","12877215"
"377220","프롬바이오","기술성장기업부","2830","55","1.98","2775","3140","2775","1561507","4642823235","40058650000","14155000"
"335810","프리시젼바이오","기술성장기업부","4875","-55","-1.12","4880","5030","4865","16483","81228605","56620814250","11614526"
"053160","프리엠스","중견기업부","12790","-210","-1.62","12870","13340","12600","157380","2041539070","76740000000","6000000"
"405000","플라즈맵","기술성장기업부","2650","-120","-4.33","2780","2790","2620","183746","489984030","53621867550","20234667"
"041590","플래스크","중견기업부","1128","-222","-16.44","1300","1329","1070","6142882","7555244904","148565890800","131707350"
"367000","플래티어","벤처기업부","7810","40","0.51","7760","7930","7700","5356","41720880","65347886670","8367207"
"075130","플랜티넷","벤처기업부","2400","-60","-2.44","2460","2460","2380","67188","161551045","39893568000","16622320"
"237820","플레이디","중견기업부","7380","-420","-5.38","7700","7720","7350","472825","3541726490","94664293200","12827140"
"023770","플레이위드","중견기업부","5810","80","1.40","5790","5930","5750","28982","168675950","50935224200","8766820"
"300080","플리토","기술성장기업부","27500","-700","-2.48","27950","28900","27150","74811","2091501550","151295430000","5501652"
"032580","피델릭스","중견기업부","1574","14","0.90","1569","1592","1553","534511","840132215","52149868736","33132064"
"051380","피씨디렉트","중견기업부","3325","-60","-1.77","3375","3400","3290","77727","258694330","51005739400","15340072"
"241820","피씨엘","벤처기업부","1324","-31","-2.29","1360","1364","1275","399233","524535186","71546468232","54038118"
"237750","피앤씨테크","벤처기업부","5430","10","0.18","5430","5520","5360","163997","889665120","35276538000","6496600"
"319660","피에스케이","우량기업부","26500","500","1.92","25650","26800","25650","431817","11373050750","767617921000","28966714"
"031980","피에스케이홀딩스","우량기업부","41050","1500","3.79","39450","41300","39100","274459","11116036700","885136314750","21562395"
"002230","피에스텍","중견기업부","3530","5","0.14","3535","3540","3475","4662","16361125","68378475690","19370673"
"057880","피에이치씨","관리종목(소속부없음)","17570","0","0.00","0","0","0","0","0","209792265760","11940368"
"043370","피에이치에이","우량기업부","11360","-240","-2.07","11540","11600","11300","45378","516532130","238560000000","21000000"
"239890","피엔에이치테크","기술성장기업부","19090","-330","-1.70","19350","19600","18910","76688","1473374320","189673562950","9935755"
"347740","피엔케이피부임상연구센타","중견기업부","2885","-50","-1.70","2925","2940","2830","276115","795743570","86580511760","30010576"
"137400","피엔티","우량기업부","43100","-1300","-2.93","43550","43850","42800","182279","7874706000","980145633800","22741198"
"257370","피엔티엠에스","관리종목(소속부없음)","9210","0","0.00","0","0","0","0","0","107645199810","11687861"
"147760","피엠티","벤처기업부","6680","0","0.00","6620","6850","6550","66013","443328230","72276704880","10819866"
"128660","피제이메탈","중견기업부","3405","5","0.15","3390","3405","3370","12294","41644365","84455471445","24803369"
"006140","피제이전자","우량기업부","6640","-60","-0.90","6780","6780","6600","51863","345711200","99600000000","15000000"
"376180","피코그램","벤처기업부","4000","-25","-0.62","4020","4050","3980","76344","305998880","73667432000","18416858"
"304840","피플바이오","기술성장기업부","2945","-15","-0.51","3000","3000","2920","64180","188551505","62108471480","21089464"
"062970","피피아이","중견기업부","1757","-248","-12.37","1952","1969","1700","1635724","2996828671","16354481045","9308185"
"087600","픽셀플러스","벤처기업부","9750","80","0.83","9590","9780","9540","48562","467103750","79623940500","8166558"
"291810","핀텔","기술성장기업부","3595","-20","-0.55","3605","3640","3570","17655","63488695","40781363640","11343912"
"378340","필에너지","중견기업부","28400","-400","-1.39","28250","28650","28000","637026","18598894650","602332248800","21208882"
"161580","필옵틱스","중견기업부","16070","-80","-0.50","16150","16580","15750","3567003","58132359760","374296703010","23291643"
"347770","핌스","벤처기업부","3965","-75","-1.86","4005","4105","3945","82587","329993705","90628171530","22857042"
"163730","핑거","우량기업부","9390","-60","-0.63","9380","9600","9270","43955","410963740","87851628690","9355871"
"417180","핑거스토리","중견기업부","3735","85","2.33","3650","3745","3575","141426","520025535","62139191265","16636999"
"446750","하나26호스팩","SPAC(소속부없음)","2135","5","0.23","2135","2160","2130","4763","10186490","12874050000","6030000"
"448370","하나27호스팩","SPAC(소속부없음)","2150","5","0.23","2145","2150","2120","5411","11498935","12083000000","5620000"
"454750","하나28호스팩","SPAC(소속부없음)","2110","5","0.24","2115","2115","2105","405","854345","15196220000","7202000"
"454640","하나29호스팩","SPAC(소속부없음)","2180","5","0.23","2175","2185","2160","333","724615","11774180000","5401000"
"469880","하나30호스팩","SPAC(소속부없음)","2065","10","0.49","2050","2075","2045","31874","65814255","15084825000","7305000"
"469900","하나31호스팩","SPAC(소속부없음)","2075","25","1.22","2050","2090","2045","92743","191373905","11630375000","5605000"
"406760","하나금융21호스팩","SPAC(소속부없음)","2135","0","0.00","0","0","0","0","0","15820350000","7410000"
"418170","하나금융22호스팩","SPAC(소속부없음)","2180","10","0.46","2170","2180","2150","17618","38051210","13101800000","6010000"
"430230","하나금융24호스팩","SPAC(소속부없음)","2360","0","0.00","0","0","0","0","0","18889440000","8004000"
"435620","하나금융25호스팩","SPAC(소속부없음)","9760","20","0.21","9740","9770","9690","14552","141715570","41987520000","4302000"
"299030","하나기술","벤처기업부","63500","-800","-1.24","63200","64200","62300","110267","6965116700","518198544500","8160607"
"067310","하나마이크론","우량기업부","27700","-550","-1.95","27850","28450","27350","1159894","32178190250","1331501715800","48068654"
"166090","하나머티리얼즈","우량기업부","46500","200","0.43","45850","47100","45600","68026","3159297300","918499341000","19752674"
"136480","하림","우량기업부","3025","-10","-0.33","3030","3040","3005","345414","1042762155","321284348550","106209702"
"003380","하림지주","우량기업부","7340","160","2.23","7140","7340","7050","333368","2411166710","822121258140","112005621"
"101670","하이드로리튬","벤처기업부","6190","-80","-1.28","6250","6260","6030","845383","5176155270","311540669680","50329672"
"365590","하이딥","기술성장기업부","1423","-18","-1.25","1420","1440","1410","254557","361666223","204234532468","143523916"
"149980","하이로닉","벤처기업부","7350","-240","-3.16","7590","7620","7300","116431","862289230","136639168050","18590363"
